hs6,sitc3,lall_code
530929,65442,LDC04
531010,6545,LDC04
531090,6545,LDC04
531100,65493,LDC04
540110,65141,LDC04
540120,65142,LDC04
540211,65162,LDC04
540219,65162,LDC04
540220,65162,LDC04
540231,65151,LDC04
540232,65151,LDC04
540233,65152,LDC04
540234,65159,LDC04
540239,65159,LDC04
540244,65163,LDC04
540245,65163,LDC04
540246,65163,LDC04
540247,65163,LDC04
540248,65163,LDC04
540249,65163,LDC04
540251,65164,LDC04
540252,65164,LDC04
540259,65164,LDC04
540261,65169,LDC04
540262,65169,LDC04
540269,65169,LDC04
540310,65173,LDC04
540331,65174,LDC04
540332,65175,LDC04
540333,65175,LDC04
540339,65175,LDC04
540341,65176,LDC04
540342,65176,LDC04
540349,65176,LDC04
540411,65188,LDC04
540412,65188,LDC04
540419,65188,LDC04
540490,65188,LDC04
540500,65177,LDC04
540600,65161,LDC04
540710,65311,LDC07
540720,65312,LDC07
540730,65313,LDC07
540741,65314,LDC07
540742,65314,LDC07
540743,65314,LDC07
540744,65314,LDC07
540751,65315,LDC07
540752,65315,LDC07
540753,65315,LDC07
540754,65315,LDC07
540761,65316,LDC07
540769,65317,LDC07
540771,65317,LDC07
540772,65317,LDC07
540773,65317,LDC07
540774,65317,LDC07
540781,65318,LDC07
540782,65318,LDC07
540783,65318,LDC07
540784,65318,LDC07
540791,65319,LDC07
540792,65319,LDC07
540793,65319,LDC07
540794,65319,LDC07
540810,65351,LDC07
540821,65352,LDC07
540822,65352,LDC07
540823,65352,LDC07
540824,65352,LDC07
540831,65359,LDC07
540832,65359,LDC07
540833,65359,LDC07
540834,65359,LDC07
550110,26661,LDC07
550120,26662,LDC07
550130,26663,LDC07
550140,26669,LDC07
550190,26669,LDC07
550200,26712,LDC07
550311,26651,LDC07
550319,26651,LDC07
550320,26652,LDC07
550330,26653,LDC07
550340,26659,LDC07
550390,26659,LDC07
550410,26711,LDC07
550490,26711,LDC07
550510,26721,LDC07
550520,26722,LDC07
550610,26671,LDC07
550620,26672,LDC07
550630,26673,LDC07
550690,26679,LDC07
550700,26713,LDC07
550810,65143,LDC04
550820,65144,LDC04
550911,65182,LDC04
550912,65182,LDC04
550921,65182,LDC04
550922,65182,LDC04
550931,65182,LDC04
550932,65182,LDC04
550941,65182,LDC04
550942,65182,LDC04
550951,65184,LDC04
550952,65184,LDC04
550953,65184,LDC04
550959,65184,LDC04
550961,65184,LDC04
550962,65184,LDC04
550969,65184,LDC04
550991,65184,LDC04
550992,65184,LDC04
550999,65184,LDC04
551011,65186,LDC04
551012,65186,LDC04
551020,65187,LDC04
551030,65187,LDC04
551090,65187,LDC04
551110,65181,LDC04
551120,65183,LDC04
551130,65185,LDC04
551211,65321,LDC07
551219,65321,LDC07
551221,65325,LDC07
551229,65325,LDC07
551291,65329,LDC07
551299,65329,LDC07
551311,65331,LDC07
551312,65331,LDC07
551313,65331,LDC07
551319,65332,LDC07
551321,65331,LDC07
551323,65331,LDC07
551329,65332,LDC07
551331,65331,LDC07
551339,65332,LDC07
551341,65331,LDC07
551349,65332,LDC07
551411,65333,LDC07
551412,65333,LDC07
551419,65334,LDC07
551421,65333,LDC07
551422,65333,LDC07
551423,65333,LDC07
551429,65334,LDC07
551430,6533,LDC07
551441,65333,LDC07
551442,65333,LDC07
551443,65333,LDC07
551449,65334,LDC07
551511,65343,LDC07
551512,65342,LDC07
551513,65341,LDC07
551519,65343,LDC07
551521,65342,LDC07
551522,65341,LDC07
551529,65343,LDC07
551591,65342,LDC07
551599,65343,LDC07
551611,6536,LDC07
551612,6536,LDC07
551613,6536,LDC07
551614,6536,LDC07
551621,65383,LDC07
551622,65383,LDC07
551623,65383,LDC07
551624,65383,LDC07
551631,65382,LDC07
551632,65382,LDC07
551633,65382,LDC07
551634,65382,LDC07
551641,65381,LDC07
551642,65381,LDC07
551643,65381,LDC07
551644,65381,LDC07
551691,65389,LDC07
551692,65389,LDC07
551693,65389,LDC07
551694,65389,LDC07
560121,65771,LDC04
560122,65771,LDC04
560129,65771,LDC04
560130,65771,LDC04
560210,65711,LDC04
560221,65712,LDC04
560229,65712,LDC04
560290,65719,LDC04
560311,6572,LDC04
560312,6572,LDC04
560313,6572,LDC04
560314,6572,LDC04
560391,6572,LDC04
560392,6572,LDC04
560393,6572,LDC04
560394,6572,LDC04
560410,65781,LDC04
560490,65785,LDC04
560500,65191,LDC04
560600,65631,LDC04
560721,65751,LDC04
560729,65751,LDC04
560741,65751,LDC04
560749,65751,LDC04
560750,65751,LDC04
560790,65751,LDC04
560811,65752,LDC04
560819,65752,LDC04
560890,65752,LDC04
560900,65759,LDC04
570110,65921,LDC04
570190,65929,LDC04
570210,6593,LDC04
570220,65959,LDC04
570231,65951,LDC04
570232,65952,LDC04
570239,65959,LDC04
570241,65951,LDC04
570242,65952,LDC04
570249,65959,LDC04
570250,6595,LDC04
570291,65951,LDC04
570292,65952,LDC04
570299,65959,LDC04
570310,65941,LDC04
570320,65942,LDC04
570330,65943,LDC04
570390,65949,LDC04
570410,65961,LDC04
570490,65961,LDC04
570500,65969,LDC04
580110,65435,LDC04
580121,65214,LDC04
580122,65215,LDC04
580123,65215,LDC04
580126,65215,LDC04
580127,65215,LDC04
580131,65391,LDC07
580132,65393,LDC07
580133,65393,LDC07
580136,65393,LDC07
580137,65393,LDC07
580190,65495,LDC04
580211,65212,LDC04
580219,65213,LDC04
580220,65496,LDC04
580230,65497,LDC04
580300,65494,LDC04
580410,65641,LDC04
580421,65642,LDC04
580429,65642,LDC04
580430,65643,LDC04
580500,65891,LDC04
580610,65611,LDC04
580620,65612,LDC04
580631,65613,LDC04
580632,65613,LDC04
580639,65613,LDC04
580640,65614,LDC04
580710,65621,LDC04
580790,65629,LDC04
580810,65632,LDC04
580890,65632,LDC04
580900,65491,LDC04
581010,65651,LDC04
581091,65659,LDC04
581092,65659,LDC04
581099,65659,LDC04
581100,6574,LDC04
590110,65731,LDC04
590190,65731,LDC04
590210,65793,LDC04
590220,65793,LDC04
590290,65793,LDC04
590310,65732,LDC04
590320,65732,LDC04
590390,65732,LDC04
590410,65912,LDC04
590490,65912,LDC04
590500,65735,LDC04
590610,65733,LDC04
590691,65733,LDC04
590699,65733,LDC04
590700,65734,LDC04
590800,65772,LDC04
590900,65791,LDC04
591000,65792,LDC04
591110,65773,LDC04
591120,65773,LDC04
591131,65773,LDC04
591132,65773,LDC04
591140,65773,LDC04
591190,65773,LDC04
600110,65511,LDC04
600121,65512,LDC04
600122,65512,LDC04
600129,65512,LDC04
600191,65519,LDC04
600192,65519,LDC04
600199,65519,LDC04
600240,65521,LDC04
600290,65521,LDC04
600310,65521,LDC04
600320,65521,LDC04
600330,65521,LDC04
600340,65521,LDC04
600390,65521,LDC04
600410,65522,LDC04
600490,65522,LDC04
600521,65523,LDC04
600522,65523,LDC04
600523,65523,LDC04
600524,65523,LDC04
600531,65523,LDC04
600532,65523,LDC04
600533,65523,LDC04
600534,65523,LDC04
600541,65523,LDC04
600542,65523,LDC04
600543,65523,LDC04
600544,65523,LDC04
600590,65523,LDC04
600610,65529,LDC04
600621,65529,LDC04
600622,65529,LDC04
600623,65529,LDC04
600624,65529,LDC04
600631,65529,LDC04
600632,65529,LDC04
600633,65529,LDC04
600634,65529,LDC04
600641,65529,LDC04
600642,65529,LDC04
600643,65529,LDC04
600644,65529,LDC04
600690,65529,LDC04
610120,8431,LDC04
610130,8431,LDC04
610190,8431,LDC04
610210,8441,LDC04
610220,8441,LDC04
610230,8441,LDC04
610290,8441,LDC04
610310,84321,LDC04
610322,84322,LDC04
610323,84322,LDC04
610329,84322,LDC04
610331,84323,LDC04
610332,84323,LDC04
610333,84323,LDC04
610339,84323,LDC04
610341,84324,LDC04
610342,84324,LDC04
610343,84324,LDC04
610349,84324,LDC04
610413,84421,LDC04
610419,84421,LDC04
610422,84422,LDC04
610423,84422,LDC04
610429,84422,LDC04
610431,84423,LDC04
610432,84423,LDC04
610433,84423,LDC04
610439,84423,LDC04
610441,84424,LDC04
610442,84424,LDC04
610443,84424,LDC04
610444,84424,LDC04
610449,84424,LDC04
610451,84425,LDC04
610452,84425,LDC04
610453,84425,LDC04
610459,84425,LDC04
610461,84426,LDC04
610462,84426,LDC04
610463,84426,LDC04
610469,84426,LDC04
610510,84371,LDC04
610520,84379,LDC04
610590,84379,LDC04
610610,8447,LDC04
610620,8447,LDC04
610690,8447,LDC04
610711,84381,LDC04
610712,84381,LDC04
610719,84381,LDC04
610721,84382,LDC04
610722,84382,LDC04
610729,84382,LDC04
610791,84389,LDC04
610799,84389,LDC04
610811,84481,LDC04
610819,84481,LDC04
610821,84482,LDC04
610822,84482,LDC04
610829,84482,LDC04
610831,84483,LDC04
610832,84483,LDC04
610839,84483,LDC04
610891,84489,LDC04
610892,84489,LDC04
610899,84489,LDC04
610910,8454,LDC04
610990,8454,LDC04
611011,8453,LDC04
611012,8453,LDC04
611019,8453,LDC04
611020,8453,LDC04
611030,8453,LDC04
611090,8453,LDC04
611120,84512,LDC04
611130,84512,LDC04
611190,84512,LDC04
611211,84591,LDC04
611212,84591,LDC04
611219,84591,LDC04
611220,84592,LDC04
611231,84562,LDC04
611239,84562,LDC04
611241,84564,LDC04
611249,84564,LDC04
611300,84524,LDC04
611420,84599,LDC04
611430,84599,LDC04
611490,84599,LDC04
611510,8462,LDC04
611521,84621,LDC04
611522,84621,LDC04
611529,84621,LDC04
611530,84622,LDC04
611594,84629,LDC04
611595,84629,LDC04
611596,84629,LDC04
611599,84629,LDC04
611610,84691,LDC04
611691,84692,LDC04
611692,84692,LDC04
611693,84692,LDC04
611699,84692,LDC04
611710,84693,LDC04
611780,84699,LDC04
611790,84699,LDC04
620111,84111,LDC04
620112,84112,LDC04
620113,84112,LDC04
620119,84112,LDC04
620191,84119,LDC04
620192,84119,LDC04
620193,84119,LDC04
620199,84119,LDC04
620211,84211,LDC04
620212,84211,LDC04
620213,84211,LDC04
620219,84211,LDC04
620291,84219,LDC04
620292,84219,LDC04
620293,84219,LDC04
620299,84219,LDC04
620311,84121,LDC04
620312,84122,LDC04
620319,84122,LDC04
620322,84123,LDC04
620323,84123,LDC04
620329,84123,LDC04
620331,8413,LDC04
620332,8413,LDC04
620333,8413,LDC04
620339,8413,LDC04
620341,8414,LDC04
620342,8414,LDC04
620343,8414,LDC04
620349,8414,LDC04
620411,84221,LDC04
620412,84221,LDC04
620413,84221,LDC04
620419,84221,LDC04
620421,84222,LDC04
620422,84222,LDC04
620423,84222,LDC04
620429,84222,LDC04
620431,8423,LDC04
620432,8423,LDC04
620433,8423,LDC04
620439,8423,LDC04
620441,8424,LDC04
620442,8424,LDC04
620443,8424,LDC04
620444,8424,LDC04
620449,8424,LDC04
620451,8425,LDC04
620452,8425,LDC04
620453,8425,LDC04
620459,8425,LDC04
620461,8426,LDC04
620462,8426,LDC04
620463,8426,LDC04
620469,8426,LDC04
620520,84151,LDC04
620530,84159,LDC04
620590,84159,LDC04
620610,8427,LDC04
620620,8427,LDC04
620630,8427,LDC04
620640,8427,LDC04
620690,8427,LDC04
620711,84161,LDC04
620719,84161,LDC04
620721,84162,LDC04
620722,84162,LDC04
620729,84162,LDC04
620791,84169,LDC04
620799,84169,LDC04
620811,84281,LDC04
620819,84281,LDC04
620821,84282,LDC04
620822,84282,LDC04
620829,84282,LDC04
620891,84289,LDC04
620892,84289,LDC04
620899,84289,LDC04
620920,84511,LDC04
620930,84511,LDC04
620990,84511,LDC04
621010,84521,LDC04
621020,84522,LDC04
621030,84523,LDC04
621040,84522,LDC04
621050,84523,LDC04
621111,84561,LDC04
621112,84563,LDC04
621120,84581,LDC04
621132,84587,LDC04
621133,84587,LDC04
621139,84587,LDC04
621142,84589,LDC04
621143,84589,LDC04
621149,84589,LDC04
621210,84551,LDC04
621220,84552,LDC04
621230,84552,LDC04
621290,84552,LDC04
621320,84611,LDC04
621390,84611,LDC04
621410,84612,LDC04
621420,84612,LDC04
621430,84612,LDC04
621440,84612,LDC04
621490,84612,LDC04
621510,84613,LDC04
621520,84613,LDC04
621590,84613,LDC04
621600,84614,LDC04
621710,84619,LDC04
621790,84619,LDC04
630110,77585,LDC08
630120,65831,LDC04
630130,65832,LDC04
630140,65833,LDC04
630190,65839,LDC04
630210,65841,LDC04
630221,65842,LDC04
630222,65843,LDC04
630229,65843,LDC04
630231,65842,LDC04
630232,65843,LDC04
630239,65843,LDC04
630240,65844,LDC04
630251,65845,LDC04
630253,65846,LDC04
630259,65846,LDC04
630260,65847,LDC04
630291,65847,LDC04
630293,65848,LDC04
630299,65848,LDC04
630312,65851,LDC04
630319,65851,LDC04
630391,65851,LDC04
630392,65851,LDC04
630399,65851,LDC04
630411,65852,LDC04
630419,65852,LDC04
630491,65859,LDC04
630492,65859,LDC04
630493,65859,LDC04
630499,65859,LDC04
630510,65811,LDC04
630520,65812,LDC04
630532,65813,LDC04
630533,65813,LDC04
630539,65813,LDC04
630590,65819,LDC04
630612,65821,LDC04
630619,65821,LDC04
630622,65822,LDC04
630629,65822,LDC04
630630,65823,LDC04
630640,65824,LDC04
630690,65829,LDC04
630710,65892,LDC04
630720,65893,LDC04
630790,65893,LDC04
630800,65899,LDC04
630900,26901,LDC02
631010,26902,LDC02
631090,26902,LDC02
640110,85111,LDC04
640192,85131,LDC04
640199,85131,LDC04
640212,85121,LDC04
640219,85123,LDC04
640220,85132,LDC04
640291,85132,LDC04
640299,85132,LDC04
640312,85122,LDC04
640319,85124,LDC04
640320,85141,LDC04
640340,85115,LDC04
640351,85148,LDC04
640359,85148,LDC04
640391,85148,LDC04
640399,85148,LDC04
640411,85125,LDC04
640419,85151,LDC04
640420,85152,LDC04
640510,85149,LDC04
640520,85159,LDC04
640590,8517,LDC04
640610,8519,LDC04
640620,8519,LDC04
640690,8519,LDC04
650100,65761,LDC04
650200,65762,LDC04
650400,84842,LDC04
650500,84843,LDC04
650610,84844,LDC04
650691,84845,LDC04
650699,84849,LDC04
650700,84848,LDC04
660110,89941,LDC05
660191,89941,LDC05
660199,89941,LDC05
660200,89942,LDC05
660320,89949,LDC05
660390,89949,LDC05
670100,89992,LDC05
670210,89921,LDC05
670290,89929,LDC05
670300,89994,LDC05
670411,89995,LDC05
670419,89995,LDC05
670420,89995,LDC05
670490,89995,LDC05
680100,66131,LDC03
680210,66133,LDC03
680221,66134,LDC03
680223,66135,LDC03
680229,66135,LDC03
680291,66136,LDC03
680292,66139,LDC03
680293,66139,LDC03
680299,66139,LDC03
680300,66132,LDC03
680410,66311,LDC03
680421,66312,LDC03
680422,66312,LDC03
680423,66312,LDC03
680430,66313,LDC03
680510,66321,LDC03
680520,66322,LDC03
680530,66329,LDC03
680610,66351,LDC03
680620,66352,LDC03
680690,66353,LDC03
680710,66181,LDC03
680790,66181,LDC03
680800,66182,LDC03
680911,66331,LDC03
680919,66331,LDC03
680990,66331,LDC03
681011,66332,LDC03
681019,66332,LDC03
681091,66333,LDC03
681099,66334,LDC03
681140,66183,LDC03
681181,66183,LDC03
681182,66183,LDC03
681189,66183,LDC03
681280,66381,LDC03
681291,66381,LDC03
681292,66381,LDC03
681293,66381,LDC03
681299,66381,LDC03
681320,66382,LDC03
681381,66382,LDC03
681389,66382,LDC03
681410,66335,LDC03
681490,66335,LDC03
681510,66336,LDC03
681520,66337,LDC03
681591,66338,LDC03
681599,66339,LDC03
690100,66231,LDC03
690210,66232,LDC03
690220,66232,LDC03
690290,66232,LDC03
690310,6637,LDC03
690320,6637,LDC03
690390,6637,LDC03
690410,66241,LDC03
690490,66241,LDC03
690510,66242,LDC03
690590,66242,LDC03
690600,66243,LDC03
690710,66244,LDC03
690790,66244,LDC03
690810,66245,LDC03
690890,66245,LDC03
690911,66391,LDC03
690912,66391,LDC03
690919,66391,LDC03
690990,66391,LDC03
691010,81221,LDC08
691090,81229,LDC08
691110,66611,LDC05
691190,66612,LDC05
691200,66613,LDC05
691310,66621,LDC05
691390,66629,LDC05
691410,66399,LDC03
691490,66399,LDC03
700100,66411,LDC03
700210,66412,LDC03
700220,66412,LDC03
700231,66412,LDC03
700232,66412,LDC03
700239,66412,LDC03
700312,66451,LDC03
700319,66451,LDC03
700320,66452,LDC03
700330,66453,LDC03
700420,66431,LDC03
700490,66439,LDC03
700510,66441,LDC03
700521,66441,LDC03
700529,66441,LDC03
700530,66442,LDC03
700600,66491,LDC03
700711,66471,LDC03
700719,66471,LDC03
700721,66472,LDC03
700729,66472,LDC03
700800,66492,LDC03
700910,66481,LDC03
700991,66489,LDC03
700992,66489,LDC03
701010,66592,LDC05
701020,66511,LDC05
701090,66511,LDC05
701110,66493,LDC03
701120,66493,LDC03
701190,66493,LDC03
701310,66521,LDC05
701322,66522,LDC05
701328,66522,LDC05
701333,66522,LDC05
701337,66522,LDC05
701341,66523,LDC05
701342,66523,LDC05
701349,66523,LDC05
701391,66529,LDC05
701399,66529,LDC05
701400,66595,LDC05
701510,66494,LDC03
701590,66494,LDC03
701610,66594,LDC05
701690,66496,LDC03
701710,66591,LDC05
701720,66591,LDC05
701790,66591,LDC05
701810,66593,LDC05
701820,66593,LDC05
701890,66593,LDC05
701911,65195,LDC04
701912,65195,LDC04
701919,65195,LDC04
701931,66495,LDC03
701932,66495,LDC03
701939,66495,LDC03
701940,6546,LDC04
701951,6546,LDC04
701952,6546,LDC04
701959,6546,LDC04
701990,66495,LDC03
702000,66599,LDC05
710110,66711,LDC03
710121,66712,LDC03
710122,66713,LDC03
710210,66721,LDC03
710221,27711,LDC01
710229,27719,LDC01
710231,66722,LDC03
710239,66729,LDC03
710310,66731,LDC03
710391,66739,LDC03
710399,66739,LDC03
710410,66741,LDC03
710420,66742,LDC03
710490,66749,LDC03
710510,27721,LDC01
710590,27721,LDC01
710610,68114,LDC01
710691,68113,LDC01
710692,68114,LDC01
710700,68112,LDC01
710811,97101,LDC99
710812,97101,LDC99
710813,97101,LDC99
710900,97102,LDC99
711011,68123,LDC01
711019,68125,LDC01
711021,68124,LDC01
711029,68125,LDC01
711031,68124,LDC01
711039,68125,LDC01
711041,68124,LDC01
711049,68125,LDC01
711100,68122,LDC01
711230,97103,LDC99
711291,97103,LDC99
711292,28921,LDC03
711299,28929,LDC03
711311,89731,LDC05
711319,89731,LDC05
711320,89731,LDC05
711411,89732,LDC05
711419,89732,LDC05
711420,89732,LDC05
711510,89741,LDC05
711590,89749,LDC05
711610,89733,LDC05
711620,89733,LDC05
711711,89721,LDC05
711719,89721,LDC05
711790,89729,LDC05
711810,9610,LDC99
720110,67121,LDC07
720120,67122,LDC07
720150,67123,LDC07
720211,67141,LDC07
720219,67149,LDC07
720221,67151,LDC07
720229,67151,LDC07
720230,67152,LDC07
720241,67153,LDC07
720249,67153,LDC07
720250,67154,LDC07
720260,67155,LDC07
720270,67159,LDC07
720280,67159,LDC07
720291,67159,LDC07
720292,67159,LDC07
720293,67159,LDC07
720299,67159,LDC07
720310,67133,LDC07
720390,67133,LDC07
720410,2821,LDC03
720421,28221,LDC03
720429,28229,LDC03
720430,28231,LDC03
720441,28232,LDC03
720449,28239,LDC03
720450,28233,LDC03
720510,67131,LDC07
720521,67132,LDC07
720529,67132,LDC07
720610,67241,LDC07
720690,67245,LDC07
720711,67261,LDC07
720712,67262,LDC07
720719,67269,LDC07
720720,6727,LDC07
720810,67321,LDC05
720825,67321,LDC05
720826,673,LDC05
720827,673,LDC05
720836,67321,LDC05
720837,67321,LDC05
720838,673,LDC05
720839,673,LDC05
720840,67324,LDC05
720851,67324,LDC05
720852,67324,LDC05
720853,673,LDC05
720854,673,LDC05
720890,67351,LDC05
720915,67341,LDC05
720916,67342,LDC05
720917,67343,LDC05
720918,673,LDC05
720925,67335,LDC05
720926,67346,LDC05
720927,67347,LDC05
720928,67348,LDC05
720990,67352,LDC05
721011,67421,LDC05
721012,67421,LDC05
721020,67441,LDC05
721030,67411,LDC05
721041,67413,LDC05
721049,67413,LDC05
721050,67442,LDC05
721061,67443,LDC05
721069,67443,LDC05
721070,67431,LDC05
721090,67444,LDC05
721113,67316,LDC05
721114,67327,LDC05
721119,67329,LDC05
721123,67349,LDC05
721129,67349,LDC05
721190,67353,LDC05
721210,67422,LDC05
721220,67412,LDC05
721230,67414,LDC05
721240,67432,LDC05
721250,67451,LDC05
721260,67452,LDC05
721310,67611,LDC05
721320,67612,LDC05
721391,6761,LDC05
721399,676,LDC05
721410,67643,LDC05
721420,67621,LDC05
721430,67622,LDC05
721491,6762,LDC05
721499,676,LDC05
721510,67631,LDC05
721550,67633,LDC05
721590,67644,LDC05
721610,67681,LDC05
721621,67681,LDC05
721622,67681,LDC05
721631,67682,LDC05
721632,67682,LDC05
721633,67682,LDC05
721640,67682,LDC05
721650,67683,LDC05
721661,67684,LDC05
721669,67684,LDC05
721691,67685,LDC05
721699,67685,LDC05
721710,6781,LDC05
721720,6781,LDC05
721730,6781,LDC05
721790,6781,LDC05
721810,67247,LDC07
721891,67281,LDC07
721899,67281,LDC07
721911,67531,LDC05
721912,67531,LDC05
721913,67532,LDC05
721914,67533,LDC05
721921,67534,LDC05
721922,67534,LDC05
721923,67535,LDC05
721924,67536,LDC05
721931,67551,LDC05
721932,67552,LDC05
721933,67553,LDC05
721934,67554,LDC05
721935,67555,LDC05
721990,67571,LDC05
722011,67537,LDC05
722012,67538,LDC05
722020,67556,LDC05
722090,67572,LDC05
722100,67615,LDC05
722211,67625,LDC05
722219,67625,LDC05
722220,67634,LDC05
722230,67645,LDC05
722240,67687,LDC05
722300,67821,LDC05
722410,67249,LDC07
722490,67282,LDC07
722511,67511,LDC05
722519,67511,LDC05
722530,67541,LDC05
722540,67542,LDC05
722550,67561,LDC05
722591,67573,LDC05
722592,67573,LDC05
722599,67573,LDC05
722611,67512,LDC05
722619,67512,LDC05
722620,67522,LDC05
722691,67543,LDC05
722692,67562,LDC05
722699,67574,LDC05
722710,67617,LDC05
722720,67619,LDC05
722790,67619,LDC05
722810,67641,LDC05
722820,67642,LDC05
722830,67629,LDC05
722840,67646,LDC05
722850,67639,LDC05
722860,67647,LDC05
722870,67688,LDC05
722880,67648,LDC05
722920,67829,LDC05
722990,67829,LDC05
730110,67686,LDC05
730120,67686,LDC05
730210,67701,LDC05
730230,67709,LDC05
730240,67709,LDC05
730290,67709,LDC05
730300,67911,LDC07
730411,67912,LDC07
730419,67912,LDC07
730422,67913,LDC07
730423,67913,LDC07
730424,67913,LDC07
730429,67913,LDC07
730431,67914,LDC07
730439,67914,LDC07
730441,67915,LDC07
730449,67915,LDC07
730451,67916,LDC07
730459,67916,LDC07
730490,67917,LDC07
730511,67931,LDC07
730512,67931,LDC07
730519,67931,LDC07
730520,67932,LDC07
730531,67933,LDC07
730539,67933,LDC07
730590,67939,LDC07
730611,67941,LDC07
730619,67941,LDC07
730621,67942,LDC07
730629,67942,LDC07
730630,67943,LDC07
730640,67943,LDC07
730650,67943,LDC07
730661,67944,LDC07
730669,67944,LDC07
730690,67949,LDC07
730711,67951,LDC07
730719,67952,LDC07
730721,67953,LDC07
730722,67954,LDC07
730723,67955,LDC07
730729,67956,LDC07
730791,67959,LDC07
730792,67959,LDC07
730793,67959,LDC07
730799,67959,LDC07
730810,69111,LDC05
730820,69112,LDC05
730830,69113,LDC05
730840,69114,LDC05
730890,69119,LDC05
730900,69211,LDC05
731010,69241,LDC05
731021,69241,LDC05
731029,69241,LDC05
731100,69243,LDC05
731210,69311,LDC05
731290,69311,LDC05
731300,6932,LDC05
731412,69351,LDC05
731414,69351,LDC05
731419,69351,LDC05
731420,69351,LDC05
731431,69351,LDC05
731439,69351,LDC05
731441,69351,LDC05
731442,69351,LDC05
731449,69351,LDC05
731450,69351,LDC05
731511,74831,LDC08
731512,74832,LDC08
731519,74839,LDC08
731520,69921,LDC05
731581,69922,LDC05
731582,69922,LDC05
731589,69922,LDC05
731590,69922,LDC05
731600,69961,LDC05
731700,6941,LDC05
731811,69421,LDC05
731812,69421,LDC05
731813,69421,LDC05
731814,69421,LDC05
731815,69421,LDC05
731816,69421,LDC05
731819,69421,LDC05
731821,69422,LDC05
731822,69422,LDC05
731823,69422,LDC05
731824,69422,LDC05
731829,69422,LDC05
731940,69932,LDC05
731990,69931,LDC05
732010,69941,LDC05
732020,69941,LDC05
732090,69941,LDC05
732111,69731,LDC05
732112,69731,LDC05
732119,69731,LDC05
732181,69732,LDC05
732182,69732,LDC05
732189,69732,LDC05
732190,69733,LDC05
732211,81211,LDC08
732219,81211,LDC08
732290,81215,LDC08
732310,69744,LDC05
732391,69741,LDC05
732392,69741,LDC05
732393,69741,LDC05
732394,69741,LDC05
732399,69741,LDC05
732410,69751,LDC05
732421,69751,LDC05
732429,69751,LDC05
732490,69751,LDC05
732510,69962,LDC05
732591,69963,LDC05
732599,69963,LDC05
732611,69965,LDC05
732619,69965,LDC05
732620,69967,LDC05
732690,69969,LDC05
740100,28321,LDC03
740200,68211,LDC01
740311,68212,LDC01
740312,68212,LDC01
740313,68212,LDC01
740319,68212,LDC01
740321,68214,LDC01
740322,68214,LDC01
740329,68214,LDC01
740400,28821,LDC03
740500,68213,LDC01
740610,68262,LDC01
740620,68262,LDC01
740710,68231,LDC01
740721,68232,LDC01
740729,68232,LDC01
740811,68241,LDC01
740819,68241,LDC01
740821,68242,LDC01
740822,68242,LDC01
740829,68242,LDC01
740911,68251,LDC01
740919,68251,LDC01
740921,68252,LDC01
740929,68252,LDC01
740931,68252,LDC01
740939,68252,LDC01
740940,68252,LDC01
740990,68252,LDC01
741011,68261,LDC01
741012,68261,LDC01
741021,68261,LDC01
741022,68261,LDC01
741110,68271,LDC01
741121,68271,LDC01
741122,68271,LDC01
741129,68271,LDC01
741210,68272,LDC01
741220,68272,LDC01
741300,69312,LDC05
741510,69431,LDC05
741521,69432,LDC05
741529,69432,LDC05
741533,69433,LDC05
741539,69433,LDC05
741810,69742,LDC05
741820,69752,LDC05
741910,69971,LDC05
741991,69973,LDC05
741999,69973,LDC05
750110,28421,LDC03
750120,28422,LDC03
750210,68311,LDC01
750220,68312,LDC01
750300,28822,LDC03
750400,68323,LDC01
750511,68321,LDC01
750512,68321,LDC01
750521,68321,LDC01
750522,68321,LDC01
750610,68324,LDC01
750620,68324,LDC01
750711,68322,LDC01
750712,68322,LDC01
750720,68322,LDC01
750810,69975,LDC05
750890,69975,LDC05
760110,68411,LDC01
760120,68412,LDC01
760200,28823,LDC03
760310,68425,LDC01
760320,68425,LDC01
760410,68421,LDC01
760421,68421,LDC01
760429,68421,LDC01
760511,68422,LDC01
760519,68422,LDC01
760521,68422,LDC01
760529,68422,LDC01
760611,68423,LDC01
760612,68423,LDC01
760691,68423,LDC01
760692,68423,LDC01
760711,68424,LDC01
760719,68424,LDC01
760720,68424,LDC01
760810,68426,LDC01
760820,68426,LDC01
760900,68427,LDC01
761010,69121,LDC05
761090,69129,LDC05
761100,69212,LDC05
761210,69242,LDC05
761290,69242,LDC05
761300,69244,LDC05
761410,69313,LDC05
761490,69313,LDC05
761510,69743,LDC05
761520,69753,LDC05
761610,6944,LDC05
761691,69979,LDC05
761699,69979,LDC05
780110,68512,LDC01
780191,68511,LDC01
780199,68511,LDC01
780200,28824,LDC03
780411,68522,LDC01
780419,68522,LDC01
780420,68522,LDC01
780600,69976,LDC05
790111,68611,LDC01
790112,68611,LDC01
790120,68612,LDC01
790200,28825,LDC03
790310,68633,LDC01
790390,68633,LDC01
790400,68631,LDC01
790500,68632,LDC01
790700,69977,LDC05
800110,68711,LDC01
800120,68712,LDC01
800200,28826,LDC03
800300,68721,LDC01
800700,69978,LDC05
810110,68911,LDC03
810194,68911,LDC03
810196,69991,LDC05
810197,68911,LDC03
810199,69991,LDC05
810210,68912,LDC03
810294,68912,LDC03
810295,69992,LDC05
810296,69992,LDC05
810297,68912,LDC03
810299,69992,LDC05
