hs6,sitc3,lall_code
290522,51219,LDC07
290529,51219,LDC07
290531,51221,LDC07
290532,51229,LDC07
290539,51229,LDC07
290541,51229,LDC07
290542,51223,LDC07
290543,51224,LDC07
290544,51225,LDC07
290545,51222,LDC07
290549,51229,LDC07
290551,51229,LDC07
290559,51229,LDC07
290611,51231,LDC07
290612,51231,LDC07
290613,51231,LDC07
290619,51231,LDC07
290621,51235,LDC07
290629,51235,LDC07
290711,51241,LDC07
290712,51242,LDC07
290713,51243,LDC07
290715,51243,LDC07
290719,51243,LDC07
290721,51243,LDC07
290722,51243,LDC07
290723,51243,LDC07
290729,51243,LDC07
290811,51244,LDC07
290819,51244,LDC07
290891,51244,LDC07
290892,51244,LDC07
290899,51244,LDC07
290911,51616,LDC03
290919,51616,LDC03
290920,51616,LDC03
290930,51616,LDC03
290941,51617,LDC03
290943,51617,LDC03
290944,51617,LDC03
290949,51617,LDC03
290950,51617,LDC03
290960,51617,LDC03
291010,51613,LDC03
291020,51614,LDC03
291030,51615,LDC03
291040,51615,LDC03
291090,51615,LDC03
291100,51612,LDC03
291211,51621,LDC03
291212,51621,LDC03
291219,51621,LDC03
291221,51622,LDC03
291229,51622,LDC03
291241,51622,LDC03
291242,51622,LDC03
291249,51622,LDC03
291250,51622,LDC03
291260,51622,LDC03
291300,51626,LDC03
291411,51623,LDC03
291412,51624,LDC03
291413,51625,LDC03
291419,51625,LDC03
291422,51628,LDC03
291423,51628,LDC03
291429,51628,LDC03
291431,51629,LDC03
291439,51629,LDC03
291440,51629,LDC03
291450,51629,LDC03
291461,51629,LDC03
291469,51629,LDC03
291470,51629,LDC03
291511,51374,LDC07
291512,51374,LDC07
291513,51374,LDC07
291521,51371,LDC07
291524,51377,LDC07
291529,51371,LDC07
291531,51372,LDC07
291532,51372,LDC07
291533,51372,LDC07
291536,51372,LDC07
291539,51372,LDC07
291540,51377,LDC07
291550,51377,LDC07
291560,51375,LDC07
291570,51376,LDC07
291590,51377,LDC07
291611,51379,LDC07
291612,51379,LDC07
291613,51373,LDC07
291614,51373,LDC07
291615,51378,LDC07
291616,51379,LDC07
291619,51379,LDC07
291620,51379,LDC07
291631,51379,LDC07
291632,51379,LDC07
291634,51379,LDC07
291639,51379,LDC07
291711,51389,LDC07
291712,51389,LDC07
291713,51389,LDC07
291714,51381,LDC07
291719,51389,LDC07
291720,51385,LDC07
291732,51383,LDC07
291733,51389,LDC07
291734,51389,LDC07
291735,51382,LDC07
291736,51389,LDC07
291737,51384,LDC07
291739,51389,LDC07
291811,51391,LDC07
291812,51391,LDC07
291813,51391,LDC07
291814,51391,LDC07
291815,51391,LDC07
291816,51392,LDC07
291818,51392,LDC07
291819,51392,LDC07
291821,51393,LDC07
291822,51393,LDC07
291823,51393,LDC07
291829,51394,LDC07
291830,51395,LDC07
291891,51396,LDC07
291899,51396,LDC07
291910,51631,LDC03
291990,51631,LDC03
292011,51639,LDC03
292019,51639,LDC03
292090,51639,LDC03
292111,51451,LDC03
292119,51451,LDC03
292121,51452,LDC03
292122,51452,LDC03
292129,51452,LDC03
292130,51453,LDC03
292141,51454,LDC03
292142,51454,LDC03
292143,51454,LDC03
292144,51454,LDC03
292145,51454,LDC03
292146,51454,LDC03
292149,51454,LDC03
292151,51455,LDC03
292159,51455,LDC03
292211,51461,LDC03
292212,51461,LDC03
292213,51461,LDC03
292214,51461,LDC03
292219,51461,LDC03
292221,51462,LDC03
292229,51462,LDC03
292231,51463,LDC03
292239,51463,LDC03
292241,51464,LDC03
292242,51464,LDC03
292243,51465,LDC03
292244,51465,LDC03
292249,51465,LDC03
292250,51467,LDC03
292310,51481,LDC03
292320,51481,LDC03
292390,51481,LDC03
292411,51471,LDC03
292412,51471,LDC03
292419,51471,LDC03
292421,51473,LDC03
292423,51479,LDC03
292424,51479,LDC03
292429,51479,LDC03
292511,51482,LDC03
292512,51482,LDC03
292519,51482,LDC03
292521,51482,LDC03
292529,51482,LDC03
292610,51483,LDC03
292620,51484,LDC03
292630,51484,LDC03
292690,51484,LDC03
292700,51485,LDC03
292800,51486,LDC03
292910,51489,LDC03
292990,51489,LDC03
293020,51542,LDC03
293030,51543,LDC03
293040,51544,LDC03
293050,51549,LDC03
293090,51549,LDC03
293110,5155,LDC03
293120,5155,LDC03
293190,5155,LDC03
293211,51569,LDC03
293212,51569,LDC03
293213,51569,LDC03
293219,51569,LDC03
293220,51563,LDC03
293291,51569,LDC03
293292,51569,LDC03
293293,51569,LDC03
293294,51569,LDC03
293295,51569,LDC03
293299,51569,LDC03
293311,51571,LDC03
293319,51571,LDC03
293321,51572,LDC03
293329,51573,LDC03
293331,51574,LDC03
293332,51574,LDC03
293333,51574,LDC03
293339,51574,LDC03
293341,51575,LDC03
293349,51575,LDC03
293352,51576,LDC03
293353,51576,LDC03
293354,51576,LDC03
293355,51576,LDC03
293359,51576,LDC03
293361,51576,LDC03
293369,51576,LDC03
293371,51561,LDC03
293372,51561,LDC03
293379,51561,LDC03
293391,51577,LDC03
293399,51577,LDC03
293410,51579,LDC03
293420,51579,LDC03
293430,51578,LDC03
293491,51579,LDC03
293499,51579,LDC03
293500,5158,LDC03
293621,54112,LDC10
293622,54113,LDC10
293623,54113,LDC10
293624,54113,LDC10
293625,54113,LDC10
293626,54113,LDC10
293627,54114,LDC10
293628,54115,LDC10
293629,54116,LDC10
293690,54117,LDC10
293711,54152,LDC10
293712,54151,LDC10
293719,5415,LDC10
293721,54153,LDC10
293722,54153,LDC10
293723,54159,LDC10
293729,54153,LDC10
293750,54159,LDC10
293790,54159,LDC10
293810,54161,LDC10
293890,54161,LDC10
293911,54141,LDC10
293919,54141,LDC10
293920,54142,LDC10
293930,54143,LDC10
293941,54144,LDC10
293942,54144,LDC10
293943,54144,LDC10
293944,54144,LDC10
293949,54144,LDC10
293951,54145,LDC10
293959,54145,LDC10
293961,54146,LDC10
293962,54146,LDC10
293963,54146,LDC10
293969,54146,LDC10
293991,54149,LDC10
293999,54147,LDC10
294000,51692,LDC03
294110,54131,LDC10
294120,54132,LDC10
294130,54133,LDC10
294140,54139,LDC10
294150,54139,LDC10
294190,54139,LDC10
294200,51699,LDC03
300120,54162,LDC10
300190,54162,LDC10
300210,54163,LDC10
300220,54163,LDC10
300230,54163,LDC10
300290,54164,LDC10
300310,54211,LDC10
300320,54212,LDC10
300331,54221,LDC10
300339,54222,LDC10
300340,54231,LDC10
300390,54291,LDC10
300410,54213,LDC10
300420,54219,LDC10
300431,54223,LDC10
300432,54224,LDC10
300439,54229,LDC10
300440,54232,LDC10
300450,54292,LDC10
300490,54293,LDC10
300510,54191,LDC10
300590,54191,LDC10
300610,54199,LDC10
300620,54192,LDC10
300630,54193,LDC10
300640,54199,LDC10
300650,54199,LDC10
300660,54199,LDC10
300670,59899,LDC07
300691,89399,LDC05
300692,54199,LDC10
310100,2721,LDC01
310210,56216,LDC07
310221,56213,LDC07
310229,56212,LDC07
310230,56211,LDC07
310240,56219,LDC07
310250,2722,LDC01
310260,56214,LDC07
310280,56217,LDC07
310290,56219,LDC07
310310,56222,LDC07
310390,56229,LDC07
310420,56231,LDC07
310430,56232,LDC07
310490,56239,LDC07
310510,56296,LDC07
310520,56291,LDC07
310530,56293,LDC07
310540,56294,LDC07
310551,56295,LDC07
310559,56295,LDC07
310560,56292,LDC07
310590,56299,LDC07
320110,53221,LDC03
320120,53221,LDC03
320190,53221,LDC03
320210,53231,LDC03
320290,53232,LDC03
320300,53222,LDC03
320411,53111,LDC03
320412,53112,LDC03
320413,53113,LDC03
320414,53114,LDC03
320415,53115,LDC03
320416,53116,LDC03
320417,53117,LDC03
320419,53119,LDC03
320420,53121,LDC03
320490,53121,LDC03
320500,53122,LDC03
320611,53311,LDC07
320619,53311,LDC07
320620,53312,LDC07
320641,53314,LDC07
320642,53315,LDC07
320649,53317,LDC07
320650,53318,LDC07
320710,53351,LDC07
320720,53351,LDC07
320730,53351,LDC07
320740,53351,LDC07
320810,53342,LDC07
320820,53342,LDC07
320890,53342,LDC07
320910,53341,LDC07
320990,53341,LDC07
321000,53343,LDC07
321100,53353,LDC07
321210,53344,LDC07
321290,53344,LDC07
321310,53352,LDC07
321390,53352,LDC07
321410,53354,LDC07
321490,53354,LDC07
321511,53321,LDC07
321519,53329,LDC07
321590,89591,LDC05
330112,55131,LDC03
330113,55131,LDC03
330119,55131,LDC03
330124,55132,LDC03
330125,55132,LDC03
330129,55132,LDC03
330130,55133,LDC03
330190,55135,LDC03
330210,55141,LDC03
330290,55149,LDC03
330300,5531,LDC07
330410,5532,LDC07
330420,5532,LDC07
330430,5532,LDC07
330491,5532,LDC07
330499,5532,LDC07
330510,5533,LDC07
330520,5533,LDC07
330530,5533,LDC07
330590,5533,LDC07
330610,5534,LDC07
330620,5534,LDC07
330690,5534,LDC07
330710,55351,LDC07
330720,55352,LDC07
330730,55353,LDC07
330741,55354,LDC07
330749,55354,LDC07
330790,55359,LDC07
340111,55411,LDC07
340119,55415,LDC07
340120,55419,LDC07
340130,55422,LDC07
340211,55421,LDC07
340212,55421,LDC07
340213,55421,LDC07
340219,55421,LDC07
340220,55422,LDC07
340290,55423,LDC07
340311,59771,LDC07
340319,59772,LDC07
340391,59773,LDC07
340399,59774,LDC07
340420,59835,LDC07
340490,59839,LDC07
340510,55431,LDC07
340520,55432,LDC07
340530,55433,LDC07
340540,55434,LDC07
340590,55435,LDC07
340600,89931,LDC05
340700,59895,LDC07
350110,59221,LDC03
350190,59222,LDC03
350211,0253,LDC01
350219,0253,LDC01
350220,59223,LDC03
350290,59223,LDC03
350300,59224,LDC03
350400,59225,LDC03
350510,59226,LDC03
350520,59227,LDC03
350610,59229,LDC03
350691,59229,LDC03
350699,59229,LDC03
350710,51691,LDC03
350790,51691,LDC03
360100,59311,LDC07
360200,59312,LDC07
360300,5932,LDC07
360410,59331,LDC07
360490,59333,LDC07
360500,89932,LDC05
360610,89934,LDC05
360690,89939,LDC05
370110,8822,LDC07
370120,8822,LDC07
370130,8822,LDC07
370191,8822,LDC07
370199,8822,LDC07
370210,8823,LDC07
370231,8823,LDC07
370232,8823,LDC07
370239,8823,LDC07
370241,8823,LDC07
370242,8823,LDC07
370243,8823,LDC07
370244,8823,LDC07
370252,8823,LDC07
370253,8823,LDC07
370254,8823,LDC07
370255,8823,LDC07
370256,8823,LDC07
370296,8823,LDC07
370297,8823,LDC07
370298,8823,LDC07
370310,8824,LDC07
370320,8824,LDC07
370390,8824,LDC07
370400,8825,LDC07
370510,8826,LDC07
370590,8826,LDC07
370610,8831,LDC99
370690,8839,LDC99
370710,8821,LDC07
370790,8821,LDC07
380110,59861,LDC07
380120,59861,LDC07
380130,59861,LDC07
380190,59861,LDC07
380210,59864,LDC07
380290,59865,LDC07
380300,59811,LDC07
380400,59812,LDC07
380510,59813,LDC07
380590,59813,LDC07
380610,59814,LDC07
380620,59814,LDC07
380630,59814,LDC07
380690,59814,LDC07
380700,59818,LDC07
380850,591,LDC07
380891,5911,LDC07
380892,5912,LDC07
380893,5913,LDC07
380894,59141,LDC07
380899,59149,LDC07
380910,59891,LDC07
380991,59891,LDC07
380992,59891,LDC07
380993,59891,LDC07
381010,59896,LDC07
381090,59896,LDC07
381111,59721,LDC07
381119,59721,LDC07
381121,59725,LDC07
381129,59725,LDC07
381190,59729,LDC07
381210,59863,LDC07
381220,59893,LDC07
381230,59893,LDC07
381300,59894,LDC07
381400,53355,LDC07
381511,59881,LDC07
381512,59883,LDC07
381519,59885,LDC07
381590,59889,LDC07
381600,66233,LDC03
381700,59841,LDC07
381800,5985,LDC07
381900,59731,LDC07
382000,59733,LDC07
382100,59867,LDC07
382200,59869,LDC07
382311,43131,LDC02
382312,43131,LDC02
382313,43131,LDC02
382319,43131,LDC02
382370,51217,LDC07
382410,59899,LDC07
382430,59899,LDC07
382440,59897,LDC07
382450,59898,LDC07
382460,59899,LDC07
382471,59899,LDC07
382472,59899,LDC07
382473,59899,LDC07
382474,59899,LDC07
382475,59899,LDC07
382476,59899,LDC07
382477,59899,LDC07
382478,59899,LDC07
382479,59899,LDC07
382481,59899,LDC07
382482,59899,LDC07
382483,59899,LDC07
382490,59899,LDC07
382510,59899,LDC07
382520,59899,LDC07
382530,87221,LDC08
382541,59899,LDC07
382549,59899,LDC07
382550,59899,LDC07
382561,59899,LDC07
382569,59899,LDC07
382590,59899,LDC07
382600,59899,LDC07
390110,57111,LDC07
390120,57112,LDC07
390130,5712,LDC07
390190,5719,LDC07
390210,57511,LDC07
390220,57512,LDC07
390230,57513,LDC07
390290,57519,LDC07
390311,57211,LDC07
390319,57219,LDC07
390320,57291,LDC07
390330,57292,LDC07
390390,57299,LDC07
390410,57311,LDC07
390421,57312,LDC07
390422,57313,LDC07
390430,57391,LDC07
390440,57392,LDC07
390450,57393,LDC07
390461,57394,LDC07
390469,57394,LDC07
390490,57399,LDC07
390512,57591,LDC07
390519,57591,LDC07
390521,57591,LDC07
390529,57591,LDC07
390530,57592,LDC07
390591,57592,LDC07
390599,57592,LDC07
390610,57521,LDC07
390690,57529,LDC07
390710,57411,LDC07
390720,57419,LDC07
390730,5742,LDC07
390740,57431,LDC07
390750,57432,LDC07
390760,57433,LDC07
390770,57439,LDC07
390791,57434,LDC07
390799,57439,LDC07
390810,57531,LDC07
390890,57539,LDC07
390910,57541,LDC07
390920,57542,LDC07
390930,57543,LDC07
390940,57544,LDC07
390950,57545,LDC07
391000,57593,LDC07
391110,57596,LDC07
391190,57596,LDC07
391211,57551,LDC07
391212,57552,LDC07
391220,57553,LDC07
391231,57554,LDC07
391239,57554,LDC07
391290,57559,LDC07
391310,57594,LDC07
391390,57595,LDC07
391400,57597,LDC07
391510,5791,LDC07
391520,5792,LDC07
391530,5793,LDC07
391590,5799,LDC07
391610,5831,LDC07
391620,5832,LDC07
391690,5839,LDC07
391710,5811,LDC07
391721,5812,LDC07
391722,5812,LDC07
391723,5812,LDC07
391729,5812,LDC07
391731,5813,LDC07
391732,5814,LDC07
391733,5815,LDC07
391739,5816,LDC07
391740,5817,LDC07
391810,89331,LDC05
391890,89331,LDC05
391910,58211,LDC07
391990,58219,LDC07
392010,58221,LDC07
392020,58222,LDC07
392030,58223,LDC07
392043,58224,LDC07
392049,58224,LDC07
392051,58225,LDC07
392059,58225,LDC07
392061,58226,LDC07
392062,58226,LDC07
392063,58226,LDC07
392069,58226,LDC07
392071,58228,LDC07
392073,58228,LDC07
392079,58228,LDC07
392091,58229,LDC07
392092,58229,LDC07
392093,58229,LDC07
392094,58229,LDC07
392099,58229,LDC07
392111,58291,LDC07
392112,58291,LDC07
392113,58291,LDC07
392114,58291,LDC07
392119,58291,LDC07
392190,58299,LDC07
392210,89321,LDC05
392220,89321,LDC05
392290,89321,LDC05
392310,89319,LDC05
392321,89311,LDC05
392329,89311,LDC05
392330,89319,LDC05
392340,89319,LDC05
392350,89319,LDC05
392390,89319,LDC05
392410,89332,LDC05
392490,89332,LDC05
392510,89329,LDC05
392520,89329,LDC05
392530,89329,LDC05
392590,89329,LDC05
392610,89394,LDC05
392620,84821,LDC04
392630,89395,LDC05
392640,89399,LDC05
392690,89399,LDC05
400110,2311,LDC01
400121,23121,LDC01
400122,23125,LDC01
400129,23129,LDC01
400130,2313,LDC01
400211,23211,LDC02
400219,23211,LDC02
400220,23212,LDC02
400231,23213,LDC02
400239,23213,LDC02
400241,23214,LDC02
400249,23214,LDC02
400251,23215,LDC02
400259,23215,LDC02
400260,23216,LDC02
400270,23217,LDC02
400280,23218,LDC02
400291,23219,LDC02
400299,23219,LDC02
400300,23221,LDC02
400400,23222,LDC02
400510,62111,LDC02
400520,62112,LDC02
400591,62119,LDC02
400599,62119,LDC02
400610,62121,LDC02
400690,62129,LDC02
400700,62131,LDC02
400811,62132,LDC02
400819,62132,LDC02
400821,62133,LDC02
400829,62133,LDC02
400911,62141,LDC02
400912,62145,LDC02
400921,62142,LDC02
400922,62145,LDC02
400931,62143,LDC02
400932,62145,LDC02
400941,62144,LDC02
400942,62145,LDC02
401011,62929,LDC02
401012,62929,LDC02
401019,62929,LDC02
401031,62921,LDC02
401032,62921,LDC02
401033,62921,LDC02
401034,62921,LDC02
401035,62929,LDC02
401036,62929,LDC02
401039,62929,LDC02
401110,6251,LDC02
401120,6252,LDC02
401130,6253,LDC02
401140,62541,LDC02
401150,62542,LDC02
401161,62551,LDC02
401162,62551,LDC02
401163,62551,LDC02
401169,62551,LDC02
401192,62559,LDC02
401193,62559,LDC02
401194,62559,LDC02
401199,62559,LDC02
401211,62592,LDC02
401212,62592,LDC02
401213,62592,LDC02
401219,62592,LDC02
401220,62593,LDC02
401290,62594,LDC02
401310,62591,LDC02
401320,62591,LDC02
401390,62591,LDC02
401410,62911,LDC02
401490,62919,LDC02
401511,84822,LDC04
401519,84822,LDC04
401590,84829,LDC04
401610,62992,LDC02
401691,62999,LDC02
401692,62999,LDC02
401693,62999,LDC02
401694,62999,LDC02
401695,62999,LDC02
401699,62999,LDC02
401700,62991,LDC02
410120,2112,LDC01
410150,2111,LDC01
410190,2111,LDC01
410210,2116,LDC01
410221,2117,LDC01
410229,2117,LDC01
410320,21199,LDC01
410330,21199,LDC01
410390,21199,LDC01
410411,61141,LDC04
410419,61141,LDC04
410441,61142,LDC04
410449,61142,LDC04
410510,61151,LDC04
410530,61152,LDC04
410621,61161,LDC04
410622,61162,LDC04
410631,61171,LDC04
410632,61171,LDC04
410640,61172,LDC04
410691,61179,LDC04
410692,61179,LDC04
410711,61142,LDC04
410712,61142,LDC04
410719,61142,LDC04
410791,61142,LDC04
410792,61142,LDC04
410799,61142,LDC04
411200,61152,LDC04
411310,61162,LDC04
411320,61171,LDC04
411330,61172,LDC04
411390,61179,LDC04
411410,61181,LDC04
411420,61183,LDC04
411510,6112,LDC04
411520,21191,LDC01
420100,6122,LDC04
420211,83121,LDC04
420212,83122,LDC04
420219,83129,LDC04
420221,83111,LDC04
420222,83112,LDC04
420229,83119,LDC04
420231,83191,LDC04
420232,83191,LDC04
420239,83191,LDC04
420291,83199,LDC04
420292,83199,LDC04
420299,83199,LDC04
420310,84811,LDC04
420321,89477,LDC05
420329,84812,LDC04
420330,84813,LDC04
420340,84819,LDC04
420500,6129,LDC04
420600,89991,LDC05
430110,2121,LDC01
430130,21222,LDC01
430160,21225,LDC01
430180,21226,LDC01
430190,2123,LDC01
430211,61311,LDC04
430219,61319,LDC04
430220,6132,LDC04
430230,6133,LDC04
430310,84831,LDC04
430390,84831,LDC04
430400,84832,LDC04
440110,24501,LDC01
440121,24611,LDC01
440122,24615,LDC01
440131,2462,LDC01
440139,2462,LDC01
440210,24502,LDC01
440290,24502,LDC01
440310,2473,LDC02
440320,2474,LDC02
440341,24751,LDC02
440349,24751,LDC02
440391,24752,LDC02
440392,24752,LDC02
440399,24752,LDC02
440410,63491,LDC02
440420,63491,LDC02
440500,63493,LDC02
440610,24811,LDC02
440690,24819,LDC02
440710,2482,LDC02
440721,2484,LDC02
440722,2484,LDC02
440725,2484,LDC02
440726,2484,LDC02
440727,2484,LDC02
440728,2484,LDC02
440729,2484,LDC02
440791,2484,LDC02
440792,2484,LDC02
440793,2484,LDC02
440794,2484,LDC02
440795,2484,LDC02
440799,2484,LDC02
440810,63411,LDC02
440831,63412,LDC02
440839,63412,LDC02
440890,63412,LDC02
440910,2483,LDC02
440921,2485,LDC02
440929,2485,LDC02
441011,63422,LDC02
441012,63422,LDC02
441019,63422,LDC02
441090,63423,LDC02
441112,6345,LDC02
441113,6345,LDC02
441114,6345,LDC02
441192,63451,LDC02
441193,63452,LDC02
441194,63459,LDC02
441210,634,LDC02
441231,63431,LDC02
441232,63431,LDC02
441239,63439,LDC02
441294,6344,LDC02
441299,6344,LDC02
441300,63421,LDC02
441400,63541,LDC02
441510,63511,LDC02
441520,63512,LDC02
441600,6352,LDC02
441700,63591,LDC02
441810,63531,LDC02
441820,63532,LDC02
441840,63539,LDC02
441850,63533,LDC02
441860,63539,LDC02
441871,63539,LDC02
441872,63539,LDC02
441879,63539,LDC02
441890,63539,LDC02
441900,63542,LDC02
442010,63549,LDC02
442090,63549,LDC02
442110,63599,LDC02
442190,63599,LDC02
450110,24403,LDC01
450190,24404,LDC01
450200,24402,LDC01
450310,63311,LDC02
450390,63319,LDC02
450410,63321,LDC02
450490,63329,LDC02
460121,89974,LDC05
460122,89974,LDC05
460129,89974,LDC05
460192,89979,LDC05
460193,89979,LDC05
460194,89979,LDC05
460199,89979,LDC05
460211,89971,LDC05
460212,89971,LDC05
460219,89971,LDC05
460290,89971,LDC05
470100,2512,LDC02
470200,2513,LDC02
470311,25141,LDC02
470319,25142,LDC02
470321,25151,LDC02
470329,25152,LDC02
470411,25161,LDC02
470419,25161,LDC02
470421,25162,LDC02
470429,25162,LDC02
470500,25191,LDC02
470610,25192,LDC02
470620,25192,LDC02
470630,25192,LDC02
470691,25192,LDC02
470692,25192,LDC02
470693,25192,LDC02
470710,25111,LDC02
470720,25112,LDC02
470730,25113,LDC02
470790,25119,LDC02
480100,6411,LDC02
480210,64121,LDC02
480220,64122,LDC02
480240,64124,LDC02
480254,6412,LDC02
480255,64126,LDC02
480256,64126,LDC02
480257,64126,LDC02
480258,6412,LDC02
480261,64129,LDC02
480262,64129,LDC02
480269,64129,LDC02
480300,64163,LDC02
480411,64141,LDC02
480419,64141,LDC02
480421,64142,LDC02
480429,64142,LDC02
480431,64146,LDC02
480439,64146,LDC02
480441,64147,LDC02
480442,64147,LDC02
480449,64147,LDC02
480451,64148,LDC02
480452,64148,LDC02
480459,64148,LDC02
480511,64151,LDC02
480512,6415,LDC02
480519,6415,LDC02
480524,64154,LDC02
480525,64154,LDC02
480530,64152,LDC02
480540,64156,LDC02
480550,64156,LDC02
480591,6415,LDC02
480592,6415,LDC02
480593,6415,LDC02
480610,64153,LDC02
480620,64153,LDC02
480630,64153,LDC02
480640,64153,LDC02
480700,64192,LDC02
480810,64164,LDC02
480840,64162,LDC02
480890,64169,LDC02
480920,64131,LDC02
480990,64131,LDC02
481013,64132,LDC02
481014,64132,LDC02
481019,64132,LDC02
481022,64134,LDC02
481029,64134,LDC02
481031,64174,LDC02
481032,64175,LDC02
481039,64176,LDC02
481092,64177,LDC02
481099,64177,LDC02
481110,64173,LDC02
481141,64178,LDC02
481149,64178,LDC02
481151,64171,LDC02
481159,64172,LDC02
481160,64179,LDC02
481190,64179,LDC02
481200,64193,LDC02
481310,64241,LDC05
481320,64241,LDC05
481390,64155,LDC02
481420,64194,LDC02
481490,64194,LDC02
481620,64242,LDC05
481690,64242,LDC05
481710,64221,LDC05
481720,64222,LDC05
481730,64223,LDC05
481810,64243,LDC05
481820,64294,LDC05
481830,64294,LDC05
481850,64294,LDC05
481890,64294,LDC05
481910,64211,LDC05
481920,64212,LDC05
481930,64213,LDC05
481940,64214,LDC05
481950,64215,LDC05
481960,64216,LDC05
482010,64231,LDC05
482020,64232,LDC05
482030,64233,LDC05
482040,64234,LDC05
482050,64235,LDC05
482090,64239,LDC05
482110,89281,LDC99
482190,89281,LDC99
482210,64291,LDC05
482290,64291,LDC05
482320,64245,LDC05
482340,64299,LDC05
482361,64293,LDC05
482369,64293,LDC05
482370,64299,LDC05
482390,64299,LDC05
490110,89215,LDC99
490191,89216,LDC99
490199,89219,LDC99
490210,89221,LDC99
490290,89229,LDC99
490300,89212,LDC99
490400,89285,LDC99
490510,89214,LDC99
490591,89213,LDC99
490599,89214,LDC99
490600,89282,LDC99
490700,89283,LDC99
490810,89241,LDC99
490890,89241,LDC99
490900,89242,LDC99
491000,89284,LDC99
491110,89286,LDC99
491191,89287,LDC99
491199,89289,LDC99
500100,26141,LDC01
500200,2613,LDC01
500300,26149,LDC01
500400,65192,LDC04
500500,65193,LDC04
500600,65194,LDC04
500710,65411,LDC04
500720,65413,LDC04
500790,65419,LDC04
510111,26811,LDC01
510119,26819,LDC01
510121,26821,LDC01
510129,26821,LDC01
510130,26829,LDC01
510211,2683,LDC01
510219,2683,LDC01
510220,26859,LDC01
510310,26863,LDC01
510320,26869,LDC01
510330,26869,LDC01
510400,26862,LDC01
510510,26871,LDC01
510521,26871,LDC01
510529,26873,LDC01
510531,26877,LDC01
510539,26877,LDC01
510540,26877,LDC01
510610,65112,LDC04
510620,65117,LDC04
510710,65113,LDC04
510720,65118,LDC04
510810,65114,LDC04
510820,65114,LDC04
510910,65116,LDC04
510990,65119,LDC04
511000,65115,LDC04
511111,65421,LDC04
511119,65421,LDC04
511120,65431,LDC04
511130,65431,LDC04
511190,65433,LDC04
511211,65422,LDC04
511219,65422,LDC04
511220,65432,LDC04
511230,65432,LDC04
511290,65434,LDC04
511300,65492,LDC04
520100,2631,LDC01
520210,26331,LDC01
520291,26332,LDC01
520299,26339,LDC01
520300,2634,LDC01
520411,65121,LDC04
520419,65121,LDC04
520420,65122,LDC04
520511,65133,LDC04
520512,65133,LDC04
520513,65133,LDC04
520514,65133,LDC04
520515,65133,LDC04
520521,65133,LDC04
520522,65133,LDC04
520523,65133,LDC04
520524,65133,LDC04
520526,65133,LDC04
520527,65133,LDC04
520528,65133,LDC04
520531,65133,LDC04
520532,65133,LDC04
520533,65133,LDC04
520534,65133,LDC04
520535,65133,LDC04
520541,65133,LDC04
520542,65133,LDC04
520543,65133,LDC04
520544,65133,LDC04
520546,65133,LDC04
520547,65133,LDC04
520548,65133,LDC04
520611,65134,LDC04
520612,65134,LDC04
520613,65134,LDC04
520614,65134,LDC04
520615,65134,LDC04
520621,65134,LDC04
520622,65134,LDC04
520623,65134,LDC04
520624,65134,LDC04
520625,65134,LDC04
520631,65134,LDC04
520632,65134,LDC04
520633,65134,LDC04
520634,65134,LDC04
520635,65134,LDC04
520641,65134,LDC04
520642,65134,LDC04
520643,65134,LDC04
520644,65134,LDC04
520645,65134,LDC04
520710,65131,LDC04
520790,65132,LDC04
520811,65221,LDC04
520812,65221,LDC04
520813,65221,LDC04
520819,65221,LDC04
520821,65231,LDC04
520822,65231,LDC04
520823,65231,LDC04
520829,65231,LDC04
520831,65232,LDC04
520832,65232,LDC04
520833,65232,LDC04
520839,65232,LDC04
520841,65233,LDC04
520842,65233,LDC04
520843,65233,LDC04
520849,65233,LDC04
520851,65234,LDC04
520852,65234,LDC04
520859,65234,LDC04
520911,65222,LDC04
520912,65222,LDC04
520919,65222,LDC04
520921,65241,LDC04
520922,65241,LDC04
520929,65241,LDC04
520931,65242,LDC04
520932,65242,LDC04
520939,65242,LDC04
520941,65244,LDC04
520942,65243,LDC04
520943,65244,LDC04
520949,65244,LDC04
520951,65245,LDC04
520952,65245,LDC04
520959,65245,LDC04
521011,65223,LDC04
521019,65223,LDC04
521021,65251,LDC04
521029,65251,LDC04
521031,65252,LDC04
521032,65252,LDC04
521039,65252,LDC04
521041,65253,LDC04
521049,65253,LDC04
521051,65254,LDC04
521059,65254,LDC04
521111,65224,LDC04
521112,65224,LDC04
521119,65224,LDC04
521120,65261,LDC04
521131,65262,LDC04
521132,65262,LDC04
521139,65262,LDC04
521141,65264,LDC04
521142,65263,LDC04
521143,65264,LDC04
521149,65264,LDC04
521151,65265,LDC04
521152,65265,LDC04
521159,65265,LDC04
521211,65225,LDC04
521212,65291,LDC04
521213,65292,LDC04
521214,65293,LDC04
521215,65294,LDC04
521221,65226,LDC04
521222,65295,LDC04
521223,65296,LDC04
521224,65297,LDC04
521225,65298,LDC04
530110,26511,LDC02
530121,26512,LDC02
530129,26512,LDC02
530130,26513,LDC02
530210,26521,LDC02
530290,26529,LDC02
530310,2641,LDC02
530390,2649,LDC02
530500,265,LDC02
530610,65196,LDC04
530620,65196,LDC04
530710,65197,LDC04
530720,65197,LDC04
530810,65199,LDC04
530820,65199,LDC04
530890,65199,LDC04
530911,65441,LDC04
530919,65441,LDC04
530921,65442,LDC04
